#Peking DateTime;(deg C) Min Temperature (MERRA2) at 39.9079N,-116.6695W, 2008-01-01 to 2019-12-31
2009-01-17;-9.2979
2009-01-18;-8.548
2009-01-19;-6.5372
2009-01-20;-6.9933
2009-01-21;-8.6932
2009-01-22;-15.0306
2009-01-23;-14.1
2009-01-24;-12.4779
2009-01-25;-13.6976
2009-01-26;-11.3305
2009-01-27;-8.654
2009-01-28;-5.7021
2009-01-29;-4.1475
2009-01-30;-5.066
2009-01-31;-4.3799
2009-02-01;-4.4073
2009-02-02;-4.5504
2009-02-03;-7.7667
2009-02-04;-5.7553
2009-02-05;-3.451
2009-02-06;-2.2738
2009-02-07;-1.7959
2009-02-08;-1.8914
2009-02-09;-1.1036
2009-02-10;-2.7008
2009-02-11;-2.2498
2009-02-12;-1.9147
2009-02-13;-3.0359
2009-02-14;-8.9367
2009-02-15;-6.8667
2009-02-16;-9.3171
2009-02-17;-7.1031
2009-02-18;-6.3611
2009-02-19;-10.343
2009-02-20;-9.6875
2009-02-21;-7.4689
2009-02-22;-6.3786
2009-02-23;-6.3385
2009-02-24;-8.6625
2009-02-25;-9.1727
2009-02-26;-4.6328
2009-02-27;-5.6776
2009-02-28;-4.0698
2009-03-01;-5.2065
2009-03-02;-2.1724
2009-03-03;-0.2596
2009-03-04;-2.2008
2009-03-05;-5.8207
2009-03-06;-3.8266
2009-03-07;-1.5615
2009-03-08;-2.9
2009-03-09;-3.0029
2009-03-10;-1.89
2009-03-11;0.3566
2009-03-12;-6.2932
2009-03-13;-5.0592
2009-03-14;-0.3286
2009-03-15;-1.1725
2009-03-16;0.0125
2009-03-17;4.2669
2009-03-18;2.8731
2009-03-19;-0.9478
2009-03-20;2.6397
2009-03-21;-2.5097
2009-03-22;-3.6888
2009-03-23;-0.3219
2009-03-24;-4.153
2009-03-25;-2.5042
2009-03-26;-0.6096
2009-03-27;-4.3603
2009-03-28;-3.7016
2009-03-29;-2.9522
2009-03-30;-3.4103
2009-03-31;-2.6289
2009-04-01;0.4334
2009-04-02;2.5009
2009-04-03;3.5083
2009-04-04;4.1102
2009-04-05;4.8882
2009-04-06;7.0617
2009-04-07;8.0424
2009-04-08;9.3365
2009-04-09;8.338
2009-04-10;12.0605
2009-04-11;8.4138
2009-04-12;10.5827
2009-04-13;8.3141
2009-04-14;5.0943
2009-04-15;3.0107
2009-04-16;6.206
2009-04-17;8.4224
2009-04-18;10.6508
2009-04-19;8.2475
2009-04-20;7.5977
2009-04-21;6.0464
2009-04-22;6.9913
2009-04-23;3.5503
2009-04-24;4.6912
2009-04-25;5.3808
2009-04-26;5.9772
2009-04-27;7.8687
2009-04-28;8.0393
2009-04-29;9.881
2009-04-30;15.8275
2009-05-01;7.6693
2009-05-02;10.5402
2009-05-03;11.7119
2009-05-04;15.2448
2009-05-05;14.5716
2009-05-06;14.9553
2009-05-07;17.953
2009-05-08;20.2897
2009-05-09;12.6762
2009-05-10;11.578
2009-05-11;13.8404
2009-05-12;11.0564
2009-05-13;15.2314
2009-05-14;11.8873
2009-05-15;10.0666
2009-05-16;8.0006
2009-05-17;15.5133
2009-05-18;16.0289
2009-05-19;19.412
2009-05-20;16.6278
2009-05-21;10.2828
2009-05-22;12.8208
2009-05-23;15.6648
2009-05-24;15.8002
2009-05-25;15.5878
2009-05-26;17.388
2009-05-27;18.0782
2009-05-28;14.7457
2009-05-29;10.5085
2009-05-30;12.1599
2009-05-31;15.9468
2009-06-01;16.8537
2009-06-02;14.2326
2009-06-03;16.913
2009-06-04;16.8936
2009-06-05;17.6556
2009-06-06;13.9456
2009-06-07;17.0261
2009-06-08;15.8976
2009-06-09;17.5035
2009-06-10;14.741
2009-06-11;14.0647
2009-06-12;16.8701
2009-06-13;17.3699
2009-06-14;17.9401
2009-06-15;17.0036
2009-06-16;16.7145
2009-06-17;17.9314
2009-06-18;21.279
2009-06-19;14.0139
2009-06-20;18.2047
2009-06-21;16.0985
2009-06-22;19.0787
2009-06-23;18.6891
2009-06-24;19.3797
2009-06-25;21.4869
2009-06-26;22.5441
2009-06-27;19.0939
2009-06-28;18.089
2009-06-29;18.7938
2009-06-30;19.2921
2009-07-01;19.2138
2009-07-02;20.6333
2009-07-03;21.9778
2009-07-04;23.0511
2009-07-05;22.2611
2009-07-06;21.0172
2009-07-07;23.8852
2009-07-08;17.1419
2009-07-09;20.7151
2009-07-10;23.4571
2009-07-11;19.8938
2009-07-12;20.9038
2009-07-13;20.0044
2009-07-14;19.7534
2009-07-15;23.5869
2009-07-16;21.992
2009-07-17;19.4488
2009-07-18;21.1483
2009-07-19;22.2821
2009-07-20;21.6676
2009-07-21;21.4254
2009-07-22;20.5542
2009-07-23;20.0485
2009-07-24;18.2174
2009-07-25;19.0597
2009-07-26;20.5287
2009-07-27;18.5664
2009-07-28;20.3717
2009-07-29;21.3456
2009-07-30;21.9676
2009-07-31;21.0695
2009-08-01;21.1379
2009-08-02;19.869
2009-08-03;20.6278
2009-08-04;20.8583
2009-08-05;19.3708
2009-08-06;20.3611
2009-08-07;21.4731
2009-08-08;21.2619
2009-08-09;21.9541
2009-08-10;17.2472
2009-08-11;17.8275
2009-08-12;17.9625
2009-08-13;19.6185
2009-08-14;20.2152
2009-08-15;22.0469
2009-08-16;22.2733
2009-08-17;18.4574
2009-08-18;20.0964
2009-08-19;16.7008
2009-08-20;19.4512
2009-08-21;16.6706
2009-08-22;16.1153
2009-08-23;17.9592
2009-08-24;19.4446
2009-08-25;18.9778
2009-08-26;16.4003
2009-08-27;15.5129
2009-08-28;15.6249
2009-08-29;11.8109
2009-08-30;14.0301
2009-08-31;15.6577
2009-09-01;17.6106
2009-09-02;17.1781
2009-09-03;18.9665
2009-09-04;18.8799
2009-09-05;15.1073
2009-09-06;14.1458
2009-09-07;12.191
2009-09-08;12.3605
2009-09-09;18.31
2009-09-10;14.6221
2009-09-11;13.5189
2009-09-12;13.8332
2009-09-13;15.1451
2009-09-14;13.0592
2009-09-15;15.4065
2009-09-16;15.8469
2009-09-17;16.1823
2009-09-18;15.8566
2009-09-19;11.254
2009-09-20;8.8056
2009-09-21;9.0016
2009-09-22;10.9341
2009-09-23;14.3527
2009-09-24;14.8244
2009-09-25;17.2284
2009-09-26;14.5276
2009-09-27;10.8069
2009-09-28;14.3927
2009-09-29;14.6682
2009-09-30;14.0916
2009-10-01;9.2362
2009-10-02;8.2291
2009-10-03;7.4789
2009-10-04;6.4989
2009-10-05;9.401
2009-10-06;7.9324
2009-10-07;9.4752
2009-10-08;8.2112
2009-10-09;6.5075
2009-10-10;9.8131
2009-10-11;7.852
2009-10-12;7.2228
2009-10-13;6.9785
2009-10-14;7.4594
2009-10-15;9.2797
2009-10-16;3.4016
2009-10-17;6.3275
2009-10-18;-0.1214
2009-10-19;1.5224
2009-10-20;0.5289
2009-10-21;5.376
2009-10-22;6.2263
2009-10-23;6.4383
2009-10-24;8.0973
2009-10-25;6.6306
2009-10-26;3.9084
2009-10-27;4.8465
2009-10-28;4.8193
2009-10-29;6.0027
2009-10-30;2.0474
2009-10-31;-2.7152
2009-11-01;-8.8721
2009-11-02;-5.7897
2009-11-03;-3.6662
2009-11-04;0.0248
2009-11-05;1.0916
2009-11-06;2.7868
2009-11-07;4.1003
2009-11-08;2.2328
2009-11-09;-2.8698
2009-11-10;-3.5036
2009-11-11;-3.3419
2009-11-12;-5.9022
2009-11-13;-5.9413
2009-11-14;-7.3748
2009-11-15;-8.4726
2009-11-16;-9.9756
2009-11-17;-9.5079
2009-11-18;-10.4531
2009-11-19;-7.8532
2009-11-20;-9.4897
2009-11-21;-6.4892
2009-11-22;-4.6318
2009-11-23;-2.7818
2009-11-24;-3.4291
2009-11-25;-2.6882
2009-11-26;-2.6331
2009-11-27;-5.3716
2009-11-28;-3.8239
2009-11-29;-1.9886
2009-11-30;-3.284
2009-12-01;-1.7541
2009-12-02;-4.3201
2009-12-03;-3.1638
2009-12-04;-10.3557
2009-12-05;-8.3299
2009-12-06;-6.7304
2009-12-07;-6.0275
2009-12-08;-5.171
2009-12-09;-4.1454
2009-12-10;-5.4593
2009-12-11;-10.9475
2009-12-12;-8.9198
2009-12-13;-8.2574
2009-12-14;-11.1728
2009-12-15;-11.505
2009-12-16;-12.3974
2009-12-17;-13.8355
2009-12-18;-13.9631
2009-12-19;-12.6706
2009-12-20;-10.8434
2009-12-21;-9.3662
2009-12-22;-9.4159
2009-12-23;-7.8997
2009-12-24;-13.8753
2009-12-25;-15.593
2009-12-26;-14.8291
2009-12-27;-14.3902
2009-12-28;-14.2082
2009-12-29;-12.8219
2009-12-30;-16.0892
2009-12-31;-14.0458
2010-01-01;-11.7365
2010-01-02;-12.1491
2010-01-03;-15.8411
2010-01-04;-18.1472
2010-01-05;-18.8679
2010-01-06;-17.2542
2010-01-07;-15.0023
2010-01-08;-14.4256
2010-01-09;-14.0653
2010-01-10;-13.8691
2010-01-11;-17.7473
2010-01-12;-17.3418
2010-01-13;-15.572
2010-01-14;-14.3636
2010-01-15;-12.5222
2010-01-16;-11.5396
2010-01-17;-10.0282
2010-01-18;-6.975
2010-01-19;-4.7091
2010-01-20;-13.5095
2010-01-21;-13.6736
2010-01-22;-11.0437
2010-01-23;-12.0848
2010-01-24;-12.1135
2010-01-25;-13.8925
2010-01-26;-10.6972
2010-01-27;-7.3799
2010-01-28;-8.9239
2010-01-29;-8.3963
2010-01-30;-8.2984
2010-01-31;-8.4291
2010-02-01;-11.6314
2010-02-02;-14.0105
2010-02-03;-14.504
2010-02-04;-14.0991
2010-02-05;-11.7298
2010-02-06;-10.2599
2010-02-07;-8.0287
2010-02-08;-6.8191
2010-02-09;-7.7119
2010-02-10;-8.4727
2010-02-11;-11.1174
2010-02-12;-12.7768
2010-02-13;-10.5434
2010-02-14;-15.1047
2010-02-15;-13.5417
2010-02-16;-9.5779
2010-02-17;-12.5237
2010-02-18;-9.3846
2010-02-19;-4.7856
2010-02-20;-1.8831
2010-02-21;-4.8857
2010-02-22;-4.4113
2010-02-23;-2.131
2010-02-24;-0.9656
2010-02-25;-5.3089
2010-02-26;-4.4054
2010-02-27;-3.6157
2010-02-28;-5.5009
2010-03-01;-4.5806
2010-03-02;-2.9278
2010-03-03;-2.789
2010-03-04;-6.4458
2010-03-05;-5.7692
2010-03-06;-7.0213
2010-03-07;-5.7028
2010-03-08;-10.8706
2010-03-09;-10.1394
2010-03-10;-4.0001
2010-03-11;-2.0947
2010-03-12;-4.6945
2010-03-13;-3.2975
2010-03-14;-4.3885
2010-03-15;-6.9858
2010-03-16;-3.7096
2010-03-17;-4.635
2010-03-18;-1.5108
2010-03-19;-1.159
2010-03-20;-2.8193
2010-03-21;-0.9921
2010-03-22;-2.8662
2010-03-23;-0.4282
2010-03-24;-3.4373
2010-03-25;-3.5247
2010-03-26;-2.0906
2010-03-27;-2.0478
2010-03-28;1.9942
2010-03-29;4.7053
2010-03-30;1.7481
2010-03-31;-1.4003
2010-04-01;-2.7591
2010-04-02;-0.665
2010-04-03;1.3556
2010-04-04;2.1045
2010-04-05;-0.9788
2010-04-06;-0.4101
2010-04-07;2.517
2010-04-08;6.085
2010-04-09;0.9199
2010-04-10;1.6529
2010-04-11;1.1848
2010-04-12;-3.5841
2010-04-13;-0.8487
2010-04-14;-0.8232
2010-04-15;-1.2226
2010-04-16;1.6201
2010-04-17;3.1439
2010-04-18;8.1946
2010-04-19;7.906
2010-04-20;7.3198
2010-04-21;4.509
2010-04-22;1.5598
2010-04-23;4.5168
2010-04-24;7.114
2010-04-25;-0.1211
2010-04-26;-2.6336
2010-04-27;2.172
2010-04-28;1.5822
2010-04-29;4.0976
2010-04-30;7.8084
2010-05-01;12.7759
2010-05-02;10.8566
2010-05-03;13.2404
2010-05-04;14.6812
2010-05-05;8.6235
2010-05-06;10.9733
2010-05-07;10.0525
2010-05-08;9.9302
2010-05-09;6.7823
2010-05-10;8.4238
2010-05-11;6.6135
2010-05-12;10.3149
2010-05-13;12.982
2010-05-14;11.0867
2010-05-15;14.478
2010-05-16;12.7568
2010-05-17;10.8532
2010-05-18;10.8409
2010-05-19;14.6283
2010-05-20;18.0784
2010-05-21;14.6524
2010-05-22;14.3239
2010-05-23;16.4356
2010-05-24;14.6152
2010-05-25;19.4858
2010-05-26;17.1593
2010-05-27;14.4726
2010-05-28;11.5759
2010-05-29;15.0351
2010-05-30;15.2219
2010-05-31;14.2061
2010-06-01;14.7554
2010-06-02;13.5992
2010-06-03;15.0164
2010-06-04;15.835
2010-06-05;14.8413
2010-06-06;17.5972
2010-06-07;16.2138
2010-06-08;18.3313
2010-06-09;17.4962
2010-06-10;14.7148
2010-06-11;14.7769
2010-06-12;17.8767
2010-06-13;16.7923
2010-06-14;17.4702
2010-06-15;19.7232
2010-06-16;18.9877
2010-06-17;18.8921
2010-06-18;16.5911
2010-06-19;19.2071
2010-06-20;18.7836
2010-06-21;19.0919
2010-06-22;17.4333
2010-06-23;17.9728
2010-06-24;18.2387
2010-06-25;19.8934
2010-06-26;20.4963
2010-06-27;19.473
2010-06-28;19.9646
2010-06-29;22.3568
2010-06-30;21.6797
2010-07-01;20.8607
2010-07-02;24.2379
2010-07-03;22.4997
2010-07-04;21.7233
2010-07-05;21.3733
2010-07-06;19.9865
2010-07-07;20.5677
2010-07-08;20.7901
2010-07-09;20.0847
2010-07-10;18.9814
2010-07-11;19.3669
2010-07-12;21.1454
2010-07-13;21.8337
2010-07-14;21.8933
2010-07-15;21.0243
2010-07-16;22.2405
2010-07-17;22.6775
2010-07-18;24.5006
2010-07-19;19.3852
2010-07-20;21.303
2010-07-21;22.5777
2010-07-22;23.5147
2010-07-23;24.706
2010-07-24;24.2097
2010-07-25;25.3588
2010-07-26;24.6494
2010-07-27;24.2796
2010-07-28;24.5767
2010-07-29;25.6706
2010-07-30;26.0066
2010-07-31;22.0498
2010-08-01;21.2158
2010-08-02;20.628
2010-08-03;23.7868
2010-08-04;20.3332
2010-08-05;16.9237
2010-08-06;18.6695
2010-08-07;18.5873
2010-08-08;21.1235
2010-08-09;18.5787
2010-08-10;22.3189
2010-08-11;18.9943
2010-08-12;22.4577
2010-08-13;20.9152
2010-08-14;18.5135
2010-08-15;19.5706
2010-08-16;20.7924
2010-08-17;20.4438
2010-08-18;21.4928
2010-08-19;18.3482
2010-08-20;20.4581
2010-08-21;16.6774
2010-08-22;17.4601
2010-08-23;17.247
2010-08-24;14.5904
2010-08-25;17.1355
2010-08-26;19.7296
2010-08-27;17.3855
2010-08-28;17.3664
2010-08-29;18.1478
2010-08-30;18.4657
2010-08-31;19.7118
2010-09-01;16.9274
2010-09-02;19.8758
2010-09-03;16.5249
2010-09-04;17.5973
2010-09-05;17.7564
2010-09-06;19.4268
2010-09-07;15.9667
2010-09-08;17.2807
2010-09-09;13.8816
2010-09-10;15.3482
2010-09-11;16.1253
2010-09-12;16.7292
2010-09-13;17.0137
2010-09-14;19.6014
2010-09-15;20.0201
2010-09-16;14.7626
2010-09-17;12.56
2010-09-18;13.1236
2010-09-19;13.447
2010-09-20;8.9352
2010-09-21;4.728
2010-09-22;7.4276
2010-09-23;7.9101
2010-09-24;9.0895
2010-09-25;7.6039
2010-09-26;7.0396
2010-09-27;4.2269
2010-09-28;4.611
2010-09-29;7.1506
2010-09-30;9.8873
2010-10-01;10.2134
2010-10-02;8.191
2010-10-03;6.4731
2010-10-04;7.7559
2010-10-05;9.7979
2010-10-06;9.5719
2010-10-07;9.9878
2010-10-08;9.0977
2010-10-09;11.2933
2010-10-10;6.5825
2010-10-11;4.3622
2010-10-12;5.352
2010-10-13;5.191
2010-10-14;2.8054
2010-10-15;3.8171
2010-10-16;1.3545
2010-10-17;3.3766
2010-10-18;3.5106
2010-10-19;2.6491
2010-10-20;2.6482
2010-10-21;6.9401
2010-10-22;8.5251
2010-10-23;8.904
2010-10-24;-2.3641
2010-10-25;-4.321
2010-10-26;-2.3094
2010-10-27;0.582
2010-10-28;1.2158
2010-10-29;2.5872
2010-10-30;2.5068
2010-10-31;1.5778
2010-11-01;-2.92
2010-11-02;0.8212
2010-11-03;1.7158
2010-11-04;2.9684
2010-11-05;2.6709
2010-11-06;5.1008
2010-11-07;-0.3201
2010-11-08;-3.1652
2010-11-09;-0.9765
2010-11-10;0.4206
2010-11-11;-1.8664
2010-11-12;-2.8998
2010-11-13;-2.1058
2010-11-14;-5.8759
2010-11-15;-2.9422
2010-11-16;-1.6577
2010-11-17;-1.8333
2010-11-18;-2.6968
2010-11-19;-0.7556
2010-11-20;1.6978
2010-11-21;-4.2052
2010-11-22;-1.9284
2010-11-23;-2.1415
2010-11-24;-5.9078
2010-11-25;-4.8849
2010-11-26;-3.57
2010-11-27;-5.7902
2010-11-28;-5.4245
2010-11-29;-4.0334
2010-11-30;-2.9069
2010-12-01;-1.8799
2010-12-02;-6.8268
2010-12-03;-6.0401
2010-12-04;-4.2508
2010-12-05;-4.5894
2010-12-06;-8.3747
2010-12-07;-6.2642
2010-12-08;-4.954
2010-12-09;-4.5016
2010-12-10;-10.6125
2010-12-11;-8.711
2010-12-12;-6.4941
2010-12-13;-13.2418
2010-12-14;-14.3453
2010-12-15;-13.4726
2010-12-16;-8.7677
2010-12-17;-8.1054
2010-12-18;-6.6839
2010-12-19;-5.5571
2010-12-20;-5.8966
2010-12-21;-5.5578
2010-12-22;-11.9449
2010-12-23;-17.144
2010-12-24;-15.3379
2010-12-25;-14.4136
2010-12-26;-12.2376
2010-12-27;-9.6675
2010-12-28;-9.1626
2010-12-29;-11.7038
2010-12-30;-13.2919
2010-12-31;-13.5407
2011-01-01;-13.701
2011-01-02;-12.5464
2011-01-03;-10.8086
2011-01-04;-12.0572
2011-01-05;-11.0657
2011-01-06;-12.9849
2011-01-07;-11.7746
2011-01-08;-12.4338
2011-01-09;-13.2796
2011-01-10;-11.5923
2011-01-11;-14.0128
2011-01-12;-12.2532
2011-01-13;-11.9513
2011-01-14;-16.1721
2011-01-15;-16.057
2011-01-16;-14.6024
2011-01-17;-16.5837
2011-01-18;-16.5212
2011-01-19;-15.5221
2011-01-20;-14.3634
2011-01-21;-13.945
2011-01-22;-12.96
2011-01-23;-14.8487
2011-01-24;-12.0256
2011-01-25;-12.7115
2011-01-26;-14.079
2011-01-27;-13.2934
2011-01-28;-15.2905
2011-01-29;-14.1373
2011-01-30;-10.9842
2011-01-31;-8.6544
