#Chengdu DateTime;(deg C) Max Temperature (MERRA2) at 30.6406N,-104.0695W, 2008-01-01 to 2019-12-31
2008-09-04;25.4152
2008-09-05;24.7495
2008-09-06;23.7592
2008-09-07;23.2589
2008-09-08;24.3042
2008-09-09;25.112
2008-09-10;18.6915
2008-09-11;22.3053
2008-09-12;23.2937
2008-09-13;22.8077
2008-09-14;22.8211
2008-09-15;22.9684
2008-09-16;22.9804
2008-09-17;23.8601
2008-09-18;24.545
2008-09-19;24.1873
2008-09-20;25.9174
2008-09-21;27.4501
2008-09-22;27.4053
2008-09-23;24.6461
2008-09-24;24.4396
2008-09-25;24.8515
2008-09-26;19.5182
2008-09-27;18.538
2008-09-28;19.3899
2008-09-29;19.0507
2008-09-30;20.7396
2008-10-01;21.4924
2008-10-02;21.2224
2008-10-03;21.435
2008-10-04;22.4553
2008-10-05;22.2428
2008-10-06;21.8634
2008-10-07;18.7941
2008-10-08;18.9754
2008-10-09;17.7986
2008-10-10;17.7781
2008-10-11;16.8498
2008-10-12;18.3867
2008-10-13;20.9687
2008-10-14;18.5361
2008-10-15;20.3988
2008-10-16;20.3284
2008-10-17;20.3723
2008-10-18;19.2748
2008-10-19;18.4823
2008-10-20;18.7499
2008-10-21;19.3817
2008-10-22;17.4606
2008-10-23;18.1844
2008-10-24;16.9736
2008-10-25;14.4192
2008-10-26;14.3506
2008-10-27;13.4973
2008-10-28;15.7232
2008-10-29;16.578
2008-10-30;16.5784
2008-10-31;16.8885
2008-11-01;15.9633
2008-11-02;18.145
2008-11-03;16.8523
2008-11-04;16.0554
2008-11-05;15.8086
2008-11-06;14.4553
2008-11-07;16.1212
2008-11-08;14.8935
2008-11-09;15.3755
2008-11-10;15.21
2008-11-11;13.6651
2008-11-12;12.8355
2008-11-13;12.5308
2008-11-14;12.3721
2008-11-15;13.776
2008-11-16;13.3236
2008-11-17;12.1428
2008-11-18;9.5572
2008-11-19;9.4396
2008-11-20;8.4502
2008-11-21;8.5619
2008-11-22;9.3015
2008-11-23;11.7685
2008-11-24;8.2969
2008-11-25;10.207
2008-11-26;12.4098
2008-11-27;10.3326
2008-11-28;10.128
2008-11-29;12.6974
2008-11-30;12.3407
2008-12-01;11.9913
2008-12-02;11.8478
2008-12-03;13.1833
2008-12-04;7.6222
2008-12-05;7.4488
2008-12-06;6.7815
2008-12-07;8.641
2008-12-08;11.0564
2008-12-09;8.8312
2008-12-10;12.0821
2008-12-11;11.2398
2008-12-12;11.2871
2008-12-13;10.8382
2008-12-14;9.8492
2008-12-15;10.6297
2008-12-16;12.4457
2008-12-17;12.5492
2008-12-18;12.6634
2008-12-19;13.2026
2008-12-20;11.9061
2008-12-21;6.006
2008-12-22;1.8214
2008-12-23;4.0691
2008-12-24;7.2482
2008-12-25;6.9984
2008-12-26;7.8482
2008-12-27;6.3418
2008-12-28;7.8927
2008-12-29;6.0526
2008-12-30;6.1186
2008-12-31;4.8084
2009-01-01;3.5758
2009-01-02;4.585
2009-01-03;5.6112
2009-01-04;5.8766
2009-01-05;4.8362
2009-01-06;3.2844
2009-01-07;4.1688
2009-01-08;5.5717
2009-01-09;7.5576
2009-01-10;7.0677
2009-01-11;8.2307
2009-01-12;6.2052
2009-01-13;5.9426
2009-01-14;6.507
2009-01-15;9.3149
2009-01-16;9.1499
2009-01-17;9.6735
2009-01-18;9.4724
2009-01-19;9.3631
2009-01-20;10.2678
2009-01-21;10.133
2009-01-22;9.4918
2009-01-23;3.6146
2009-01-24;4.5551
2009-01-25;5.4153
2009-01-26;5.7275
2009-01-27;5.6199
2009-01-28;6.3193
2009-01-29;12.1119
2009-01-30;10.1396
2009-01-31;10.6341
2009-02-01;8.619
2009-02-02;11.111
2009-02-03;10.2449
2009-02-04;11.4297
2009-02-05;14.2321
2009-02-06;14.4641
2009-02-07;14.0562
2009-02-08;14.0399
2009-02-09;14.3344
2009-02-10;18.111
2009-02-11;16.8606
2009-02-12;19.2549
2009-02-13;18.5517
2009-02-14;17.7222
2009-02-15;13.4801
2009-02-16;11.3816
2009-02-17;9.7125
2009-02-18;13.3725
2009-02-19;9.7994
2009-02-20;11.3773
2009-02-21;11.5518
2009-02-22;10.5242
2009-02-23;15.124
2009-02-24;15.1859
2009-02-25;12.1128
2009-02-26;8.6927
2009-02-27;8.5148
2009-02-28;8.8297
2009-03-01;6.7841
2009-03-02;10.5006
2009-03-03;11.4312
2009-03-04;13.1011
2009-03-05;12.6513
2009-03-06;8.2413
2009-03-07;11.4746
2009-03-08;10.7379
2009-03-09;13.9526
2009-03-10;16.3183
2009-03-11;14.346
2009-03-12;11.8227
2009-03-13;11.3635
2009-03-14;13.7292
2009-03-15;16.4843
2009-03-16;18.9679
2009-03-17;19.2134
2009-03-18;20.7937
2009-03-19;23.8424
2009-03-20;23.215
2009-03-21;22.5496
2009-03-22;22.4317
2009-03-23;16.6353
2009-03-24;21.0924
2009-03-25;20.9981
2009-03-26;19.7337
2009-03-27;15.5844
2009-03-28;12.7476
2009-03-29;13.8742
2009-03-30;16.0254
2009-03-31;12.0684
2009-04-01;11.2258
2009-04-02;15.3293
2009-04-03;14.6555
2009-04-04;17.0433
2009-04-05;16.7285
2009-04-06;15.5698
2009-04-07;19.2165
2009-04-08;19.2132
2009-04-09;19.4973
2009-04-10;17.3456
2009-04-11;20.791
2009-04-12;20.3633
2009-04-13;24.3149
2009-04-14;25.494
2009-04-15;24.8274
2009-04-16;26.201
2009-04-17;22.0897
2009-04-18;19.4767
2009-04-19;25.4909
2009-04-20;24.6901
2009-04-21;22.1105
2009-04-22;22.4848
2009-04-23;23.0394
2009-04-24;21.3788
2009-04-25;21.5345
2009-04-26;18.8032
2009-04-27;17.9092
2009-04-28;16.9288
2009-04-29;21.1495
2009-04-30;20.658
2009-05-01;19.4684
2009-05-02;22.8881
2009-05-03;24.2406
2009-05-04;24.7609
2009-05-05;21.9474
2009-05-06;22.0938
2009-05-07;23.0859
2009-05-08;23.8451
2009-05-09;25.0177
2009-05-10;23.783
2009-05-11;25.2849
2009-05-12;23.4312
2009-05-13;22.2134
2009-05-14;21.2316
2009-05-15;21.1338
2009-05-16;25.8269
2009-05-17;23.5777
2009-05-18;19.9796
2009-05-19;24.2057
2009-05-20;27.7146
2009-05-21;26.4846
2009-05-22;20.9013
2009-05-23;21.6595
2009-05-24;22.0507
2009-05-25;24.0837
2009-05-26;22.7903
2009-05-27;23.5712
2009-05-28;24.1405
2009-05-29;23.8679
2009-05-30;25.133
2009-05-31;22.9209
2009-06-01;24.2942
2009-06-02;26.8311
2009-06-03;29.0358
2009-06-04;27.3837
2009-06-05;31.0886
2009-06-06;29.1029
2009-06-07;25.9981
2009-06-08;24.5147
2009-06-09;25.3022
2009-06-10;24.7707
2009-06-11;23.5438
2009-06-12;27.5498
2009-06-13;29.0728
2009-06-14;27.9131
2009-06-15;25.5773
2009-06-16;25.5728
2009-06-17;27.2946
2009-06-18;29.2147
2009-06-19;25.264
2009-06-20;29.3128
2009-06-21;29.1855
2009-06-22;32.1163
2009-06-23;28.2499
2009-06-24;27.5359
2009-06-25;26.8796
2009-06-26;31.0941
2009-06-27;30.6141
2009-06-28;22.3408
2009-06-29;26.2664
2009-06-30;29.5654
2009-07-01;28.2925
2009-07-02;23.0699
2009-07-03;22.5474
2009-07-04;22.7934
2009-07-05;25.7068
2009-07-06;27.7046
2009-07-07;28.0028
2009-07-08;25.6163
2009-07-09;26.0338
2009-07-10;27.1911
2009-07-11;25.232
2009-07-12;28.5819
2009-07-13;29.9553
2009-07-14;28.0724
2009-07-15;27.1289
2009-07-16;27.963
2009-07-17;25.1006
2009-07-18;27.4423
2009-07-19;27.2824
2009-07-20;28.9828
2009-07-21;28.3688
2009-07-22;27.2242
2009-07-23;26.2903
2009-07-24;28.9627
2009-07-25;29.1204
2009-07-26;21.726
2009-07-27;25.2178
2009-07-28;25.7686
2009-07-29;25.1696
2009-07-30;22.6894
2009-07-31;24.6202
2009-08-01;26.754
2009-08-02;25.4345
2009-08-03;26.2442
2009-08-04;25.7891
2009-08-05;26.4932
2009-08-06;26.4525
2009-08-07;26.421
2009-08-08;25.1468
2009-08-09;23.6117
2009-08-10;24.1312
2009-08-11;23.6712
2009-08-12;23.6336
2009-08-13;26.2814
2009-08-14;27.2465
2009-08-15;26.8667
2009-08-16;25.5007
2009-08-17;25.0658
2009-08-18;26.607
2009-08-19;22.9625
2009-08-20;23.4743
2009-08-21;24.975
2009-08-22;22.3758
2009-08-23;25.5017
2009-08-24;26.1975
2009-08-25;26.6688
2009-08-26;22.5517
2009-08-27;25.8449
2009-08-28;25.1319
2009-08-29;24.2846
2009-08-30;24.4387
2009-08-31;24.6169
2009-09-01;24.3483
2009-09-02;24.4381
2009-09-03;24.8039
2009-09-04;24.6308
2009-09-05;25.8926
2009-09-06;27.286
2009-09-07;28.1673
2009-09-08;28.3036
2009-09-09;27.5762
2009-09-10;26.1511
2009-09-11;25.336
2009-09-12;22.7766
2009-09-13;22.623
2009-09-14;19.6701
2009-09-15;21.7015
2009-09-16;21.4849
2009-09-17;21.9238
2009-09-18;23.3172
2009-09-19;23.646
2009-09-20;19.4488
2009-09-21;21.716
2009-09-22;21.1807
2009-09-23;21.4433
2009-09-24;22.3536
2009-09-25;18.9257
2009-09-26;21.0606
2009-09-27;23.2823
2009-09-28;22.5274
2009-09-29;21.9345
2009-09-30;21.8956
2009-10-01;22.6428
2009-10-02;21.4746
2009-10-03;19.9923
2009-10-04;23.0061
2009-10-05;21.8427
2009-10-06;20.2613
2009-10-07;16.4616
2009-10-08;15.0812
2009-10-09;15.0423
2009-10-10;15.1643
2009-10-11;15.4323
2009-10-12;16.6045
2009-10-13;17.5974
2009-10-14;16.7201
2009-10-15;16.9857
2009-10-16;19.9541
2009-10-17;17.9129
2009-10-18;18.7879
2009-10-19;16.903
2009-10-20;16.0248
2009-10-21;15.5708
2009-10-22;17.5503
2009-10-23;16.4076
2009-10-24;17.2992
2009-10-25;16.4741
2009-10-26;17.3516
2009-10-27;16.5605
2009-10-28;17.5749
2009-10-29;19.2099
2009-10-30;18.8841
2009-10-31;16.5135
2009-11-01;16.4326
2009-11-02;14.5504
2009-11-03;13.7913
2009-11-04;17.1222
2009-11-05;16.7595
2009-11-06;17.7085
2009-11-07;19.0163
2009-11-08;17.8502
2009-11-09;19.1167
2009-11-10;18.0335
2009-11-11;11.8371
2009-11-12;10.4638
2009-11-13;12.033
2009-11-14;10.0732
2009-11-15;7.8798
2009-11-16;2.9728
2009-11-17;2.4217
2009-11-18;2.0846
2009-11-19;3.0775
2009-11-20;6.4368
2009-11-21;8.3026
2009-11-22;9.6039
2009-11-23;10.9788
2009-11-24;10.7546
2009-11-25;11.5064
2009-11-26;10.8063
2009-11-27;9.991
2009-11-28;9.8959
2009-11-29;9.6695
2009-11-30;10.614
2009-12-01;9.2917
2009-12-02;10.5841
2009-12-03;10.1879
2009-12-04;10.5564
2009-12-05;9.5557
2009-12-06;8.861
2009-12-07;8.0019
2009-12-08;9.5691
2009-12-09;10.5782
2009-12-10;9.5988
2009-12-11;10.0107
2009-12-12;9.0684
2009-12-13;9.3732
2009-12-14;7.3958
2009-12-15;8.6651
2009-12-16;3.6818
2009-12-17;6.7768
2009-12-18;5.6886
2009-12-19;6.0602
2009-12-20;7.1226
2009-12-21;8.7577
2009-12-22;8.003
2009-12-23;8.5572
2009-12-24;7.4051
2009-12-25;8.2622
2009-12-26;8.0587
2009-12-27;4.8151
2009-12-28;5.5889
2009-12-29;7.4319
2009-12-30;7.1773
2009-12-31;6.0472
2010-01-01;8.6991
2010-01-02;8.6028
2010-01-03;10.6394
2010-01-04;9.132
2010-01-05;7.188
2010-01-06;7.2076
2010-01-07;10.4352
2010-01-08;9.0932
2010-01-09;9.1553
2010-01-10;8.2254
2010-01-11;5.5601
2010-01-12;6.317
2010-01-13;7.6554
2010-01-14;7.5084
2010-01-15;8.9555
2010-01-16;9.7676
2010-01-17;11.2514
2010-01-18;10.353
2010-01-19;12.4723
2010-01-20;10.7062
2010-01-21;9.5876
2010-01-22;6.789
2010-01-23;7.6217
2010-01-24;8.2478
2010-01-25;8.583
2010-01-26;9.9291
2010-01-27;12.1302
2010-01-28;9.893
2010-01-29;12.252
2010-01-30;10.1654
2010-01-31;12.2456
2010-02-01;9.5059
2010-02-02;9.6093
2010-02-03;6.8348
2010-02-04;8.2169
2010-02-05;9.2168
2010-02-06;12.5908
2010-02-07;13.2808
2010-02-08;14.5652
2010-02-09;14.6125
2010-02-10;12.4069
2010-02-11;7.9708
2010-02-12;6.9224
2010-02-13;4.8093
2010-02-14;4.5605
2010-02-15;3.1685
2010-02-16;3.3127
2010-02-17;4.0027
2010-02-18;2.3902
2010-02-19;7.1898
2010-02-20;10.4286
2010-02-21;12.1361
2010-02-22;13.4923
2010-02-23;13.9804
2010-02-24;15.0314
2010-02-25;17.2124
2010-02-26;16.6547
2010-02-27;17.1763
2010-02-28;18.6988
2010-03-01;19.1175
2010-03-02;14.4958
2010-03-03;12.1312
2010-03-04;11.1558
2010-03-05;11.0523
2010-03-06;8.5651
2010-03-07;8.437
2010-03-08;7.0518
2010-03-09;5.8823
2010-03-10;10.7671
2010-03-11;15.9276
2010-03-12;17.624
2010-03-13;17.3022
2010-03-14;13.3046
2010-03-15;13.624
2010-03-16;16.2974
2010-03-17;20.1141
2010-03-18;22.4658
2010-03-19;25.0951
2010-03-20;23.4973
2010-03-21;24.4806
2010-03-22;18.7406
2010-03-23;11.9595
2010-03-24;11.4151
2010-03-25;8.8681
2010-03-26;10.9489
2010-03-27;16.4869
2010-03-28;14.2883
2010-03-29;13.5978
2010-03-30;14.8136
2010-03-31;13.8498
2010-04-01;10.5817
2010-04-02;10.8188
2010-04-03;12.4655
2010-04-04;19.2677
2010-04-05;17.7799
2010-04-06;14.9371
2010-04-07;13.0279
2010-04-08;19.7831
2010-04-09;19.7955
2010-04-10;18.564
2010-04-11;19.4784
2010-04-12;17.9699
2010-04-13;14.1904
2010-04-14;11.187
2010-04-15;17.2369
2010-04-16;19.2745
2010-04-17;17.8772
2010-04-18;18.2238
2010-04-19;19.6354
2010-04-20;20.3909
2010-04-21;17.7566
2010-04-22;14.8528
2010-04-23;18.0534
2010-04-24;15.0659
2010-04-25;16.5213
2010-04-26;19.8292
2010-04-27;21.9311
2010-04-28;24.178
2010-04-29;23.0397
2010-04-30;23.6512
2010-05-01;24.7172
2010-05-02;26.8194
2010-05-03;26.2544
2010-05-04;28.1107
2010-05-05;23.8613
2010-05-06;19.9759
2010-05-07;19.5699
2010-05-08;22.352
2010-05-09;18.5923
2010-05-10;18.9704
2010-05-11;19.9248
2010-05-12;20.0344
2010-05-13;20.6379
2010-05-14;20.5058
2010-05-15;21.8105
2010-05-16;22.6225
2010-05-17;23.7406
2010-05-18;22.582
2010-05-19;21.759
2010-05-20;19.7883
2010-05-21;20.3234
2010-05-22;25.8289
2010-05-23;27.7421
2010-05-24;28.4664
2010-05-25;21.2167
2010-05-26;21.9667
2010-05-27;21.523
2010-05-28;22.0471
2010-05-29;25.0122
2010-05-30;24.4204
2010-05-31;21.3118
2010-06-01;21.2096
2010-06-02;19.6584
2010-06-03;23.6227
2010-06-04;21.2261
2010-06-05;20.8265
2010-06-06;20.4032
2010-06-07;21.0214
2010-06-08;23.2669
2010-06-09;21.8053
2010-06-10;22.2409
2010-06-11;20.3462
2010-06-12;21.5384
2010-06-13;22.3857
2010-06-14;25.87
2010-06-15;25.3008
2010-06-16;25.4349
2010-06-17;27.8947
2010-06-18;28.0246
2010-06-19;27.2564
2010-06-20;27.7792
2010-06-21;26.5391
2010-06-22;24.8022
2010-06-23;21.9955
2010-06-24;26.3684
2010-06-25;24.2759
2010-06-26;24.2614
2010-06-27;25.0865
2010-06-28;25.0807
2010-06-29;24.3654
2010-06-30;28.9221
2010-07-01;25.0525
2010-07-02;27.4893
2010-07-03;25.1961
2010-07-04;28.5478
2010-07-05;29.025
2010-07-06;28.4744
2010-07-07;27.2478
2010-07-08;28.8508
2010-07-09;24.5626
2010-07-10;27.15
2010-07-11;26.1367
2010-07-12;27.0282
2010-07-13;25.9441
2010-07-14;27.6432
2010-07-15;25.0508
2010-07-16;25.0084
2010-07-17;24.4787
2010-07-18;24.2247
2010-07-19;26.9907
2010-07-20;26.9571
2010-07-21;27.402
2010-07-22;25.126
2010-07-23;24.507
2010-07-24;26.5436
2010-07-25;24.5323
2010-07-26;25.4605
2010-07-27;27.6878
2010-07-28;28.3612
2010-07-29;29.643
2010-07-30;29.6343
2010-07-31;28.9358
2010-08-01;27.5945
2010-08-02;26.3761
2010-08-03;26.4116
2010-08-04;28.1328
2010-08-05;25.4001
2010-08-06;27.8284
2010-08-07;27.4945
2010-08-08;27.6854
2010-08-09;28.2426
2010-08-10;29.0518
2010-08-11;30.1562
2010-08-12;29.3547
2010-08-13;27.8027
2010-08-14;22.6577
2010-08-15;26.6314
2010-08-16;25.0391
2010-08-17;25.6648
2010-08-18;24.8013
2010-08-19;25.4301
2010-08-20;26.3844
2010-08-21;22.887
2010-08-22;22.8836
2010-08-23;19.3764
2010-08-24;20.9971
2010-08-25;20.904
2010-08-26;21.671
2010-08-27;22.7605
2010-08-28;22.9852
2010-08-29;23.3914
2010-08-30;21.1186
2010-08-31;22.6682
2010-09-01;22.2796
2010-09-02;23.265
2010-09-03;23.2978
2010-09-04;21.4106
2010-09-05;21.7961
2010-09-06;22.8683
2010-09-07;23.7453
2010-09-08;22.6623
2010-09-09;22.237
2010-09-10;24.3152
2010-09-11;22.2275
2010-09-12;22.5988
2010-09-13;24.1216
2010-09-14;23.815
2010-09-15;25.2602
2010-09-16;25.0998
2010-09-17;26.2347
2010-09-18;27.1775
2010-09-19;27.4184
2010-09-20;27.9095
2010-09-21;21.0701
2010-09-22;20.5476
2010-09-23;20.0007
2010-09-24;18.7379
2010-09-25;17.8337
2010-09-26;19.5095
2010-09-27;18.5283
2010-09-28;19.2255
2010-09-29;19.6356
2010-09-30;19.2096
2010-10-01;17.7584
2010-10-02;18.3347
2010-10-03;19.2634
2010-10-04;19.2519
2010-10-05;17.5729
2010-10-06;18.1966
2010-10-07;20.6358
2010-10-08;20.684
2010-10-09;17.1255
2010-10-10;18.0697
2010-10-11;17.6098
2010-10-12;17.4082
2010-10-13;16.8625
2010-10-14;18.3274
2010-10-15;17.701
2010-10-16;19.9067
2010-10-17;17.0908
2010-10-18;17.355
2010-10-19;19.7094
2010-10-20;20.7187
2010-10-21;19.4188
2010-10-22;17.8948
2010-10-23;17.7037
2010-10-24;15.6891
2010-10-25;13.1031
2010-10-26;10.9187
2010-10-27;10.8729
2010-10-28;9.6952
2010-10-29;11.6174
2010-10-30;14.1535
2010-10-31;12.9876
2010-11-01;13.7857
2010-11-02;13.8633
2010-11-03;13.7307
2010-11-04;15.1876
2010-11-05;15.4897
2010-11-06;15.3175
2010-11-07;16.109
2010-11-08;16.3827
2010-11-09;17.9081
2010-11-10;16.9902
2010-11-11;16.701
2010-11-12;14.73
2010-11-13;15.0838
2010-11-14;11.9181
2010-11-15;10.9365
2010-11-16;9.8627
2010-11-17;10.8585
2010-11-18;14.7129
2010-11-19;11.7433
2010-11-20;10.1648
2010-11-21;12.8464
2010-11-22;13.1867
2010-11-23;12.7075
2010-11-24;13.429
2010-11-25;12.6539
2010-11-26;13.0528
2010-11-27;11.5231
2010-11-28;13.133
2010-11-29;11.3363
2010-11-30;13.3265
2010-12-01;14.1558
2010-12-02;12.344
2010-12-03;10.8277
2010-12-04;14.3903
2010-12-05;12.9039
2010-12-06;9.9333
2010-12-07;9.8552
2010-12-08;10.7137
2010-12-09;11.24
2010-12-10;12.0527
2010-12-11;10.433
2010-12-12;8.7792
2010-12-13;12.2468
2010-12-14;6.8839
2010-12-15;1.4092
2010-12-16;5.0506
2010-12-17;4.5267
2010-12-18;7.2763
2010-12-19;9.6785
2010-12-20;8.3046
2010-12-21;10.0406
2010-12-22;8.3923
2010-12-23;9.6582
2010-12-24;4.2098
2010-12-25;5.5023
2010-12-26;7.5112
2010-12-27;6.6874
2010-12-28;8.2133
2010-12-29;7.4427
2010-12-30;6.4282
2010-12-31;6.6367
2011-01-01;2.1749
2011-01-02;2.0407
2011-01-03;2.6764
2011-01-04;4.2528
2011-01-05;3.098
2011-01-06;2.0549
2011-01-07;4.4268
2011-01-08;3.4907
2011-01-09;1.7653
2011-01-10;0.7669
2011-01-11;3.4271
2011-01-12;3.2197
2011-01-13;4.209
2011-01-14;3.8892
2011-01-15;2.6111
2011-01-16;0.8495
2011-01-17;-0.2491
2011-01-18;0.1063
2011-01-19;-1.0665
2011-01-20;2.4646
2011-01-21;3.3728
2011-01-22;0.6776
2011-01-23;3.0776
2011-01-24;3.262
2011-01-25;2.9688
2011-01-26;3.0736
2011-01-27;1.6749
2011-01-28;1.8276
2011-01-29;2.6406
2011-01-30;2.2352
2011-01-31;1.2678
2011-02-01;5.8093
2011-02-02;6.6451
2011-02-03;9.4092
2011-02-04;9.9044
2011-02-05;10.3104
2011-02-06;10.3869
2011-02-07;12.1449
2011-02-08;11.9579
2011-02-09;13.073
2011-02-10;10.5598
2011-02-11;7.6492
2011-02-12;4.8737
2011-02-13;6.5545
2011-02-14;6.2707
2011-02-15;5.6461
2011-02-16;6.504
2011-02-17;7.8507
2011-02-18;5.2081
2011-02-19;7.4412
2011-02-20;8.3127
2011-02-21;10.2504
2011-02-22;12.6058
2011-02-23;15.6308
2011-02-24;15.2372
2011-02-25;16.6569
2011-02-26;17.4364
2011-02-27;16.4801
2011-02-28;12.7161
2011-03-01;13.7208
2011-03-02;11.709
2011-03-03;11.9762
2011-03-04;10.8407
2011-03-05;10.0876
2011-03-06;12.1059
2011-03-07;13.4052
2011-03-08;13.4828
2011-03-09;8.4216
2011-03-10;8.3524
2011-03-11;8.5301
